"Classificação","Código do
Insumo","Descrição do Insumo","Unidade","Origem de Preço","AC","AL","AM","AP","BA","CE","DF","ES","GO","MA","MG","MS","MT","PA","PB","PE","PI","PR","RJ","RN","RO","RR","RS","SC","SE","SP","TO"
"MATERIAL","4340","PORCA ZINCADA, SEXTAVADA, DIAMETRO 5/8""","UN","CR","","1.24","","1.58","1.36","1.64","","1.16","","","1.52","1.33","1.23","1.5","","1.85","","1.07","1.58","1.2","1.36","","","1.47","","1.09",""
"MATERIAL","5088","PORTA CADEADO EM ACO GALVANIZADO, COMPRIMENTO DE 3 1/2""","UN","CR","7.37","6.7","8.04","6.7","6.93","7.03","6.69","6.66","7.63","6.53","7.0","7.95","8.87","7.18","7.94","7.67","7.12","6.55","7.33","6.83","8.2","7.36","7.14","8.0","7.47","6.7","7.7"
"MATERIAL","11154","PORTA CORTA-FOGO SIMPLES PARA SAIDA DE EMERGENCIA, 1 FOLHA DE ABRIR, 5 CM, ACABAMENTO NATURAL / SEM PINTURA, COM FECHADURA TIPO TRINCO, DOBRADICAS E BATENTE, VAO LUZ DE 90 X 210 CM, CLASSE P-90 (NBR 11742)","UN","CR","","","","","1008.53","","1363.17","","669.07","","1194.85","1286.57","1896.15","","","","918.52","2947.48","","","","","1289.05","","","1668.04",""
"MATERIAL","4989","PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 1000 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ","UN","CR","470.76","334.08","","","337.43","396.35","387.24","328.01","333.93","455.57","321.94","417.61","","","362.18","334.08","","394.83","384.2","322.33","425.2","258.16","425.05","324.97","349.27","364.46","371.75"
"MATERIAL","4982","PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 1000 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","441.55","313.36","","","316.49","371.75","363.21","307.66","313.21","427.3","301.96","391.7","","","339.71","313.36","","370.33","360.36","302.33","398.82","242.14","398.67","304.81","327.6","341.84","348.68"
"MATERIAL","4962","PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA FRISADA EM HDF, ACABAMENTO MELAMINICO EM PADRAO MADEIRA","UN","CR","348.22","247.12","","","249.59","293.17","286.43","242.63","247.01","336.98","238.13","308.9","","","267.9","247.12","","292.05","284.19","238.43","314.52","190.95","314.4","240.38","258.35","269.59","274.98"
"MATERIAL","4981","PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ","UN","C","310.0","220.0","","","222.2","261.0","255.0","216.0","219.9","300.0","212.0","275.0","","","238.5","220.0","","260.0","253.0","212.26","280.0","170.0","279.9","214.0","230.0","240.0","244.8"
"MATERIAL","4964","PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA FRISADA EM HDF, ACABAMENTO MELAMINICO EM PADRAO MADEIRA","UN","CR","393.27","279.1","","","281.89","331.11","323.5","274.02","278.97","380.59","268.95","348.87","","","302.57","279.1","","329.84","320.96","269.28","355.21","215.66","355.09","271.48","291.78","304.47","310.56"
"MATERIAL","4992","PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ","UN","CR","384.16","272.63","","","275.35","323.44","316.0","267.67","272.5","371.77","262.71","340.78","","","295.55","272.63","","322.2","313.52","263.04","346.98","210.67","346.86","265.19","285.02","297.41","303.36"
"MATERIAL","4987","PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 900 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ","UN","CR","439.5","311.9","","","315.02","370.03","361.53","306.23","311.76","425.33","300.56","389.88","","","338.13","311.9","","368.62","358.69","300.93","396.97","241.02","396.83","303.4","326.08","340.26","347.06"
"MATERIAL","4930","PORTA DE ABRIR / GIRO, EM GRADIL FERRO, COM BARRA CHATA 3 CM X 1/4"", COM REQUADRO E GUARNICAO - COMPLETO - ACABAMENTO NATURAL","M2","CR","","","","","427.18","","577.39","","283.39","","506.1","544.95","803.14","","","","389.05","1248.45","","","","","546.0","","","706.52",""
"MATERIAL","4998","PORTA DE ABRIR / GIRO, EM MADEIRA MACICA (ANGELIM OU EQUIVALENTE REGIONAL), QUALQUER DESENHO (VERTICAL/DIAGONAL/HORIZ.), E = *3,5* CM, DIMENSOES 2,10 X 0,70 (SOMENTE FOLHA DE PORTA, ACABAMENTO NATURAL)","M2","CR","","1075.25","259.03","","900.28","872.42","","","","","921.78","","","","1078.18","820.02","790.3","839.67","733.07","469.19","342.13","","","833.64","569.81","654.92",""
"MATERIAL","39021","PORTA DE ABRIR EM ACO, COM DIVISAO HORIZONTAL PARA VIDROS, 90 X 210 CM, COM FUNDO ANTICORROSIVO/PRIMER DE PROTECAO, INCLUI FECHADURA, MACANETA E PARAFUSO, SEM GUARNICAO/ALIZAR/VISTA, VIDROS NAO INCLUSOS","UN","CR","","","","","454.2","","613.91","","301.32","","538.11","579.42","853.94","","","","413.66","1327.41","","","","","580.53","","","751.21",""
"MATERIAL","39022","PORTA DE ABRIR EM ACO, TIPO VENEZIANA, 90 X 210 CM, COM FUNDO ANTICORROSIVO / PRIMER DE PROTECAO, INCLUI FECHADURA, MACANETA E PARAFUSOS, SEM GUARNICAO/ALIZAR/VISTA","UN","C","","","","","406.84","","549.9","","269.9","","482.0","519.0","764.9","","","","370.53","1189.0","","","","","520.0","","","672.88",""
"MATERIAL","39024","PORTA DE ABRIR EM ALUMINIO COM DIVISAO HORIZONTAL PARA VIDROS, ACABAMENTO ANODIZADO NATURAL, VIDROS INCLUSOS, SEM GUARNICAO/ALIZAR/VISTA, 87 CM X 210 CM","UN","CR","","674.54","","689.26","576.14","669.47","709.94","737.42","","","","799.09","","596.89","","607.59","614.29","1292.11","","550.84","1128.9","","993.96","1327.79","924.83","810.46",""
"MATERIAL","4914","PORTA DE ABRIR EM ALUMINIO COM LAMBRI HORIZONTAL/LAMINADA, ACABAMENTO ANODIZADO NATURAL, SEM GUARNICAO/ALIZAR/VISTA","M2","CR","","546.94","","558.87","467.15","542.82","575.64","597.92","","","","647.92","","483.98","","492.65","498.08","1047.67","","446.63","915.34","","805.93","1076.6","749.87","657.14",""
"MATERIAL","4917","PORTA DE ABRIR EM ALUMINIO TIPO VENEZIANA, ACABAMENTO ANODIZADO NATURAL, SEM GUARNICAO/ALIZAR/VISTA","M2","C","","377.72","","385.96","322.62","374.88","397.54","412.93","","","","447.46","","334.24","","340.23","343.98","723.53","","308.45","632.14","","556.58","743.51","517.87","453.83",""
"MATERIAL","39025","PORTA DE ABRIR, TIPO VENEZIANA, EM ALUMINIO, ACABAMENTO ANODIZADO NATURAL, 90 CM X 210 CM (LARGURA X ALTURA), SEM GUARNICAO/ALIZAR/VISTA","UN","CR","","691.67","","706.76","590.77","686.47","727.97","756.15","","","","819.38","","612.05","","623.02","629.89","1324.92","","564.83","1157.57","","1019.2","1361.51","948.32","831.05",""
"MATERIAL","4922","PORTA DE CORRER EM ALUMINIO, DUAS FOLHAS MOVEIS COM VIDRO, FECHADURA E PUXADOR EMBUTIDO, ACABAMENTO ANODIZADO NATURAL, SEM GUARNICAO/ALIZAR/VISTA","M2","CR","","350.37","","358.01","299.26","347.73","368.75","383.03","","","","415.06","","310.04","","315.59","319.07","671.14","","286.11","586.37","","516.28","689.67","480.37","420.97",""
"MATERIAL","4911","PORTA DE ENROLAR MANUAL COMPLETA, ARTICULADA RAIADA LARGA, EM ACO GALVANIZADO NATURAL, CHAPA NUMERO 24 (SEM INSTALACAO)","M2","CR","","431.48","","311.64","320.88","286.16","321.16","294.0","","","331.8","","344.4","288.68","280.0","292.88","358.68","","286.44","296.8","432.88","","363.72","322.84","","291.2",""
"MATERIAL","37518","PORTA DE ENROLAR MANUAL COMPLETA, PERFIL MEIA CANA CEGA, EM ACO GALVANIZADO COM PINTURA ELETROSTATICA, CHAPA NUMERO 24"" (SEM INSTALACAO)","M2","CR","","701.15","","506.41","521.43","465.01","521.88","477.75","","","539.17","","559.65","469.1","455.0","475.93","582.85","","465.46","482.3","703.43","","591.04","524.61","","473.2",""
"MATERIAL","4910","PORTA DE ENROLAR MANUAL COMPLETA, PERFIL MEIA CANA CEGA, EM ACO GALVANIZADO NATURAL, CHAPA NUMERO 24 (SEM INSTALACAO)","M2","CR","","591.08","","426.91","439.57","392.01","439.95","402.75","","","454.53","","471.79","395.46","383.57","401.21","491.35","","392.39","406.58","593.0","","498.25","442.25","","398.91",""
"MATERIAL","4943","PORTA DE ENROLAR MANUAL COMPLETA, PERFIL MEIA CANA VAZADA TIJOLINHO, EM ACO GALVANIZADO NATURAL, CHAPA NUMERO 24 (SEM INSTALACAO)","M2","CR","","880.57","","635.99","654.85","583.99","655.42","599.99","","","677.14","","702.85","589.14","571.42","597.71","731.99","","584.57","605.71","883.42","","742.28","658.85","","594.28",""
"MATERIAL","5002","PORTA DE MADEIRA QUADRICULADA PARA VIDRO, DE CORRER (EUCALIPTO OU EQUIVALENTE REGIONAL), E = *3,5* CM","M2","CR","","783.83","188.83","","656.29","635.98","","","","","671.96","","","","785.97","597.78","576.11","612.1","534.39","342.03","249.4","","","607.71","415.38","477.42",""
"MATERIAL","4977","PORTA DE MADEIRA TIPO VENEZIANA (EUCALIPTO OU EQUIVALENTE REGIONAL), E = *3,5* CM","M2","CR","","529.12","127.47","","443.02","429.31","","","","","453.59","","","","530.56","403.52","388.9","413.19","360.74","230.88","168.36","","","410.22","280.4","322.28",""
"MATERIAL","11364","PORTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 600 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","266.32","189.0","","","190.89","224.22","219.07","185.56","188.91","257.73","182.13","236.25","","","204.89","189.0","","223.36","217.35","182.35","240.54","146.04","240.46","183.84","197.59","206.18","210.3"
"MATERIAL","11365","PORTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","276.37","196.13","","","198.09","232.69","227.34","192.57","196.04","267.46","189.0","245.17","","","212.63","196.13","","231.79","225.55","189.23","249.62","151.56","249.54","190.78","205.05","213.96","218.24"
"MATERIAL","11366","PORTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","293.78","208.49","","","210.57","247.34","241.66","204.7","208.39","284.31","200.91","260.61","","","226.02","208.49","","246.4","239.76","201.15","265.35","161.1","265.26","202.8","217.97","227.44","231.99"
"MATERIAL","43777","PORTA DE MADEIRA, FOLHA LEVE (NBR 15930), DE 600 X 2100 MM, E = 35 MM, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO EM PADRAO MADEIRA","UN","CR","345.09","244.9","","","247.35","290.54","283.86","240.45","244.79","333.96","236.0","306.13","","","265.5","244.9","","289.43","281.64","236.29","311.69","189.24","311.58","238.22","256.03","267.17","272.51"
"MATERIAL","20322","PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 600 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA FRISADA EM HDF, ACABAMENTO MELAMINICO EM PADRAO MADEIRA","UN","CR","320.35","227.34","","","229.62","269.71","263.51","223.21","227.24","310.01","219.08","284.18","","","246.46","227.34","","268.68","261.44","219.34","289.35","175.67","289.24","221.14","237.68","248.01","252.97"
"MATERIAL","10553","PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 600 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","290.88","206.43","","","208.49","244.9","239.27","202.67","206.33","281.49","198.92","258.04","","","223.79","206.43","","243.96","237.39","199.17","262.73","159.51","262.63","200.8","215.81","225.19","229.7"
"MATERIAL","5020","PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 600 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO LAMINADO NATURAL PARA VERNIZ","UN","CR","306.67","217.64","","","219.81","258.2","252.26","213.68","217.54","296.78","209.72","272.05","","","235.94","217.64","","257.21","250.28","209.98","277.0","168.17","276.9","211.7","227.53","237.42","242.17"
"MATERIAL","10554","PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","293.46","208.26","","","210.34","247.07","241.39","204.47","208.16","283.99","200.68","260.32","","","225.77","208.26","","246.12","239.5","200.93","265.06","160.93","264.96","202.58","217.72","227.19","231.73"
"MATERIAL","10555","PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","320.02","227.11","","","229.38","269.44","263.24","222.98","227.01","309.7","218.85","283.89","","","246.21","227.11","","268.4","261.18","219.12","289.05","175.49","288.95","220.92","237.43","247.76","252.71"
"MATERIAL","10556","PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 900 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","425.5","301.97","","","304.99","358.25","350.01","296.48","301.83","411.78","290.99","377.46","","","327.36","301.97","","356.87","347.27","291.35","384.33","233.34","384.19","293.73","315.7","329.42","336.01"
"MATERIAL","39502","PORTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 800 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ","UN","CR","597.51","424.03","","","428.27","503.06","491.5","416.32","423.84","578.23","408.61","530.04","","","459.69","424.03","","501.13","487.64","409.12","539.68","327.66","539.49","412.47","443.31","462.58","471.84"
"MATERIAL","39504","PORTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 800 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","660.73","468.9","","","473.59","556.29","543.5","460.38","468.69","639.42","451.85","586.13","","","508.33","468.9","","554.16","539.24","452.41","596.79","362.33","596.57","456.11","490.22","511.53","521.76"
"MATERIAL","39503","PORTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 900 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ","UN","CR","695.4","493.5","","","498.44","585.48","572.02","484.53","493.28","672.96","475.56","616.88","","","535.0","493.5","","583.23","567.53","476.14","628.1","381.34","627.87","480.05","515.94","538.37","549.14"
"MATERIAL","39505","PORTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 900 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA","UN","CR","749.39","531.82","","","537.14","630.93","616.43","522.15","531.58","725.21","512.48","664.78","","","576.54","531.82","","628.52","611.59","513.11","676.86","410.95","676.62","517.32","555.99","580.17","591.77"
"MATERIAL","5028","PORTA DE MADEIRA-DE-LEI QUADRICULADA PARA VIDRO, DE CORRER (ANGELIM OU EQUIVALENTE REGIONAL), E = *3,5* CM","M2","CR","","1294.66","311.89","","1083.99","1050.45","","","","","1109.87","","","","1298.19","987.35","951.57","1011.02","882.66","564.93","411.94","","","1003.75","686.09","788.56",""
"MATERIAL","4969","PORTA DE MADEIRA-DE-LEI TIPO VENEZIANA (ANGELIM OU EQUIVALENTE REGIONAL), E = *3,5* CM","M2","C","","748.33","180.28","","626.56","607.17","","","","","641.52","","","","750.37","570.7","550.02","584.38","510.19","326.54","238.11","","","580.18","396.57","455.8",""
"EQUIPAMENTO (AQUISIÇÃO)","44471","PORTA DENTE PARA FRESADORA","UN","CR","","","","","","","","","","","","","","","","","","","","","","","","","","467.75",""
"MATERIAL","4944","PORTA GRADE DE ENROLAR MANUAL COMPLETA, PERFIL TUBULAR TIJOLINHO 3/4"", EM ACO GALVANIZADO NATURAL (SEM INSTALACAO)","M2","CR","","1316.45","","950.81","979.01","873.07","979.86","896.99","","","1012.32","","1050.77","880.76","854.28","893.58","1094.33","","873.93","905.54","1320.72","","1109.71","984.99","","888.45",""
"MATERIAL","21102","PORTA TOALHA BANHO EM METAL CROMADO, TIPO BARRA","UN","CR","86.18","31.73","","60.41","23.85","18.48","46.31","56.12","28.06","70.54","36.61","30.63","36.07","70.17","30.51","81.21","81.28","103.61","62.24","32.04","42.1","43.77","95.07","41.18","39.05","56.13","24.34"
"MATERIAL","21101","PORTA TOALHA ROSTO EM METAL CROMADO, TIPO ARGOLA","UN","CR","55.34","20.37","","38.79","15.32","11.87","29.74","36.04","18.02","45.29","23.51","19.67","23.16","45.06","19.59","52.15","52.19","66.53","39.96","20.58","27.03","28.11","61.05","26.45","25.07","36.05","15.63"
"MATERIAL","34713","PORTA VIDRO TEMPERADO INCOLOR, 2 FOLHAS DE CORRER, E = 10 MM (SEM FERRAGENS E SEM COLOCACAO)","M2","CR","625.67","521.39","630.88","549.83","470.48","","313.78","498.64","214.24","336.53","241.91","426.59","540.35","568.79","492.95","379.19","436.07","455.03","587.51","403.56","426.59","500.53","311.88","338.59","545.09","469.25","510.49"
"MATERIAL","37563","PORTAO BASCULANTE, MANUAL, EM ACO GALVANIZADO, CHAPA 26, TIPO LAMBRIL, COM REQUADRO, ACABAMENTO NATURAL","M2","CR","","","","","470.05","","635.34","","311.83","","556.89","599.64","883.75","","","","428.1","1373.75","","","","","600.8","","","777.43",""
"MATERIAL","4948","PORTAO DE ABRIR / GIRO, EM GRADIL DE METALON REDONDO DE 3/4"" VERTICAL, COM REQUADRO, ACABAMENTO NATURAL - COMPLETO","M2","CR","","","","","408.95","","552.76","","271.3","","484.51","521.7","768.88","","","","372.45","1195.19","","","","","522.7","","","676.38",""
"MATERIAL","37561","PORTAO DE CORRER EM CHAPA TIPO PAINEL LAMBRIL QUADRADO, COM PORTA SOCIAL COMPLETA INCLUIDA, COM REQUADRO, ACABAMENTO NATURAL, COM TRILHOS E ROLDANAS","M2","CR","","","","","381.41","","515.53","","253.03","","451.87","486.56","717.09","","","","347.37","1114.68","","","","","487.5","","","630.82",""
"MATERIAL","37562","PORTAO DE CORRER EM GRADIL FIXO DE BARRA DE FERRO CHATA DE 3 X 1/4"" NA VERTICAL, SEM REQUADRO, ACABAMENTO NATURAL, COM TRILHOS E ROLDANAS","M2","CR","","","","","500.07","","675.91","","331.75","","592.45","637.93","940.18","","","","455.44","1461.47","","","","","639.16","","","827.08",""
"MATERIAL","14164","POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO DUPLO, ENGASTADO, H = 9 M, DIAMETRO INFERIOR/BASE = *135* MM","UN","CR","","","","","","","","","","","","","","","","","","","","","","","2271.6","","","1647.14",""
"MATERIAL","14163","POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO DUPLO, FLANGEADO, H = 9 M, DIAMETRO INFERIOR = *135* MM","UN","CR","","","","","","","","","","","","","","","","","","","","","","","2581.82","","","1872.09",""
"MATERIAL","5051","POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO SIMPLES, ENGASTADO, H = 9 M, DIAMETRO INFERIOR = *135* MM","UN","CR","","","","","","","","","","","","","","","","","","","","","","","2195.8","","","1592.18",""
"MATERIAL","5052","POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO SIMPLES, FLANGEADO, H = 7 M, DIAMETRO INFERIOR = *125* MM","UN","C","","","","","","","","","","","","","","","","","","","","","","","1636.0","","","1186.27",""
"MATERIAL","14162","POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO SIMPLES, FLANGEADO, H = 9 M, DIAMETRO INFERIOR = *135* MM","UN","CR","","","","","","","","","","","","","","","","","","","","","","","2192.62","","","1589.87",""
"MATERIAL","14166","POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO, H = 7 M, DIAMETRO INFERIOR = *125* MM","UN","CR","","","","","","","","","","","","","","","","","","","","","","","1656.77","","","1201.33",""
"MATERIAL","14165","POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO, H = 9 M, DIAMETRO INFERIOR = *145* MM","UN","CR","","","","","","","","","","","","","","","","","","","","","","","2295.23","","","1664.28",""
"MATERIAL","5050","POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, FLANGEADO, H = 3 M, DIAMETRO INFERIOR = *95* MM","UN","CR","","","","","","","","","","","","","","","","","","","","","","","564.91","","","409.62",""
"MATERIAL","12366","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 10,00 M, RESISTENCIA DE 150 A 200 DAN, TIPO C-14","UN","CR","","1098.51","","","1289.13","","","1421.6","","","1589.61","1400.92","","1615.46","","","1447.45","","","","1890.09","","1340.18","","","1057.15",""
"MATERIAL","5045","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 11,00 M, RESISTENCIA DE 200 A 300 DAN, TIPO C-14","UN","CR","","1517.53","","","1780.87","","","1963.86","","","2195.96","1935.3","","2231.66","","","1999.57","","","","2611.05","","1851.39","","","1460.4",""
"MATERIAL","5035","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 11,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO C-17","UN","CR","","1744.8","","","2047.57","","","2257.97","","","2524.83","2225.13","","2565.88","","","2299.03","","","","3002.08","","2128.65","","","1679.11",""
"MATERIAL","41180","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 1000 DAN, TIPO C-23","UN","CR","","3922.28","","","4602.91","","","5075.89","","","5675.77","5002.06","","5768.06","","","5168.18","","","","6748.63","","4785.18","","","3774.61",""
"MATERIAL","41181","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 1500 DAN, TIPO C-29","UN","CR","","5192.97","","","6094.11","","","6720.32","","","7514.54","6622.57","","7636.73","","","6842.51","","","","8934.97","","6335.43","","","4997.47",""
"MATERIAL","41182","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 2000 DAN, TIPO C-29","UN","CR","","7449.75","","","8742.5","","","9640.85","","","10780.23","9500.62","","10955.51","","","9816.14","","","","12817.95","","9088.69","","","7169.29",""
"MATERIAL","41183","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 2500 DAN, TIPO C-29","UN","CR","","9301.16","","","10915.19","","","12036.8","","","13459.33","11861.72","","13678.19","","","12255.65","","","","16003.48","","11347.42","","","8951.0",""
"MATERIAL","41184","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 3000 DAN, TIPO C-29","UN","CR","","14161.59","","","16619.05","","","18326.77","","","20492.66","18060.2","","20825.87","","","18659.98","","","","24366.27","","17277.14","","","13628.45",""
"MATERIAL","41185","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 1000 DAN, TIPO C-23","UN","CR","","5251.76","","","6163.09","","","6796.39","","","7599.6","6697.53","","7723.17","","","6919.96","","","","9036.11","","6407.14","","","5054.04",""
"MATERIAL","41186","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 1500 DAN, TIPO C-29","UN","CR","","7359.73","","","8636.86","","","9524.35","","","10649.96","9385.82","","10823.13","","","9697.52","","","","12663.06","","8978.87","","","7082.65",""
"MATERIAL","41187","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 2000 DAN, TIPO C-29","UN","CR","","9870.0","","","11582.74","","","12772.95","","","14282.48","12587.16","","14514.71","","","13005.18","","","","16982.22","","12041.41","","","9498.43",""
"MATERIAL","41188","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 2500 DAN, TIPO C-29","UN","CR","","12621.54","","","14811.75","","","16333.75","","","18264.11","16096.17","","18561.09","","","16630.73","","","","21716.47","","15398.28","","","12146.37",""
"MATERIAL","5036","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO C-17","UN","CR","","2676.83","","","3141.35","","","3464.14","","","3873.54","3413.75","","3936.52","","","3527.13","","","","4605.73","","3265.74","","","2576.06",""
"MATERIAL","41189","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 3000 DAN, TIPO C-29","UN","CR","","16226.31","","","19042.05","","","20998.75","","","23480.42","20693.31","","23862.22","","","21380.55","","","","27918.79","","19796.09","","","15615.43",""
"MATERIAL","41190","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 1000 DAN, TIPO C-23","UN","CR","","5642.94","","","6622.16","","","7302.63","","","8165.67","7196.41","","8298.44","","","7435.4","","","","9709.18","","6884.39","","","5430.5",""
"MATERIAL","41191","POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 15,00 M, RESISTENCIA DE 1500 DAN, TIPO C-29","UN","CR","","8653.24","","","10154.83","","","11198.31","","","12521.74","11035.42","","12725.35","","","11401.91","","","","14888.66","","10556.95","","","8327.47",""
